hit_direct,hit_distance,hit_height,landing_direct,landing_distance,landing_height,x_direct,x_distance,y_direct,y_distance,velocity,ball_type
3,2,0,0,2,0,0,0,0,0,7.752999999999999,long
4,2,0,1,2,0,0,0,0,0,7.562,error
3,2,0,2,2,0,0,0,0,0,11.267999999999999,netplay
2,2,0,2,2,0,0,0,0,0,9.363999999999999,lob
2,2,0,1,2,0,0,0,0,0,16.703,cut
3,2,0,1,1,0,0,0,0,0,1.5290000000000001,lob
3,1,0,4,4,0,0,0,0,0,29.895,cut
0,4,0,1,1,0,0,0,0,0,4.562,error
3,1,0,1,1,0,0,0,0,0,2.006,error
3,1,0,2,1,0,0,0,0,0,5.311,error
2,1,0,1,1,0,0,0,0,0,8.961,error
3,1,0,2,2,0,0,0,0,0,16.658,error
2,2,0,1,2,0,0,0,0,0,22.8,error
3,2,0,1,1,0,0,0,0,0,6.605,error
3,1,0,1,1,0,0,0,0,0,4.985,smash
3,1,0,1,3,0,0,0,0,0,18.302,netplay
3,3,0,1,1,0,0,0,0,0,17.09,error
3,1,0,1,1,0,0,0,0,0,6.672000000000001,error
3,1,0,2,2,0,0,0,0,0,5.562,error
2,2,0,0,1,0,0,0,0,0,5.824,long
4,1,0,1,1,0,0,0,0,0,28.605999999999998,smash
3,1,0,0,1,0,0,0,0,0,19.802,lob
4,1,0,2,2,0,0,0,0,0,14.972999999999999,smash
2,2,0,2,2,0,0,0,0,0,8.373,error
2,2,0,1,1,0,0,0,0,0,18.447,error
3,1,0,2,1,0,0,0,0,0,2.18,error
2,1,0,1,1,0,0,0,0,0,7.023,error
3,1,0,2,1,0,0,0,0,0,3.9330000000000003,error
2,1,0,1,3,0,0,0,0,0,14.183,error
3,3,0,1,2,0,0,0,0,0,8.545,long
3,2,0,0,1,0,0,0,0,0,18.863,smash
4,1,0,2,1,0,0,0,0,0,6.974,netplay
2,1,0,2,1,0,0,0,0,0,6.882999999999999,netplay
2,1,0,1,1,0,0,0,0,0,16.646,lob
3,1,0,0,1,0,0,0,0,0,12.862,error
4,1,0,2,2,0,0,0,0,0,4.407,error
2,2,0,2,3,0,0,0,0,0,14.690999999999999,netplay
2,3,0,2,3,0,0,0,0,0,6.08,lob
2,3,0,2,3,0,0,0,0,0,4.137,cut
2,3,0,2,3,0,0,0,0,0,0.68,lob
2,3,0,2,3,0,0,0,0,0,4.359,smash
2,3,0,2,3,0,0,0,0,0,3.446,netplay
