rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number,landing_area_number
8.0,3.0,00:29:33.680,44342.0,B,,擋小球,,,B2,371.0,719.0,2.0,,,2,5,,B1,146.0,422.0,2.0,960.0,391,28,290,965,221,316,302,297,70.0,90.0,90.0,40.0,15.75,12.75,20.263884129159443,87.74999999999999,196.0,214.7465075385395,0.21434300862687874,40.0,1,2
8.0,4.0,00:29:34.640,44366.0,A,,放小球,,,B1,146.0,422.0,2.0,,,2,5,,A1,88.0,532.0,2.0,1000.0,221,316,302,297,238,223,221,972,60.0,0.0,10.0,0.0,26.5,37.5,45.91840589567543,97.75,300.0,315.5234737701777,0.2927541630788536,885.5851173094543,2,1
8.0,5.0,00:29:35.640,44391.0,B,,放小球,,1.0,A1,88.0,532.0,2.0,,,2,5,,A1,275.0,448.0,1.0,880.0,238,223,221,972,346,334,319,260,30.0,30.0,70.0,60.0,15.75,14.249999999999998,21.239703387759445,46.75,263.5,267.6150453543298,0.36097973103625675,39.824615503479755,1,2
8.0,6.0,00:29:36.520,44413.0,A,,撲球,,1.0,A1,275.0,448.0,1.0,,,2,5,,B3,287.0,753.0,2.0,320.0,346,334,319,260,426,460,198,907,50.0,80.0,10.0,70.0,8.75,19.5,21.3731724364915,5.25,269.25,269.3011789799666,1.20951024760541,920.8105125377316,2,2
8.0,7.0,00:29:36.840,44421.0,B,,未擊球,,,B3,287.0,753.0,2.0,落地,撲球得分,3,5,A,,,,,,426,460,198,907,,,,,20.0,60.0,90.0,30.0,24.5,28.999999999999996,37.963798545456434,0.25,310.75,310.7501005631374,,97.94386147176351,2,
9.0,1.0,00:29:54.720,44868.0,A,1.0,發長球,,,A2,234.0,247.0,2.0,,,3,5,,A4,116.0,913.0,1.0,,,,,,240,151,131,1112,80.0,40.0,40.0,60.0,24.5,21.5,32.59601202601324,8.5,283.5,283.62739642002146,,713.6981154521848,,2
9.0,2.0,00:29:56.880,44922.0,B,,切球,1.0,,A4,116.0,913.0,1.0,,,3,5,,A2,352.0,269.0,2.0,720.0,240,151,131,1112,432,223,320,178,50.0,80.0,90.0,90.0,6.25,13.0,14.424371736751656,35.25,264.75,267.086362437321,0.6544765867649176,39.66106403010388,2,2
9.0,3.0,00:29:57.600,44940.0,A,,放小球,,1.0,A2,352.0,269.0,2.0,,,3,5,,B1,363.0,517.0,2.0,1040.0,432,223,320,178,374,125,403,874,40.0,70.0,0.0,10.0,54.0,29.249999999999996,61.413048287802816,20.0,219.74999999999997,220.65824820296203,0.2877511284222601,986.0730196085887,2,1
9.0,4.0,00:29:58.640,44966.0,B,,放小球,,,B1,363.0,517.0,2.0,,,3,5,,A1,359.0,437.0,2.0,960.0,374,125,403,874,449,340,383,310,50.0,20.0,10.0,0.0,16.25,10.5,19.347157413945855,20.25,202.5,203.50998132769803,0.1840141831980773,133.79461872586654,1,1
9.0,5.0,00:29:59.600,44990.0,A,,放小球,,1.0,A1,359.0,437.0,2.0,,,3,5,,B1,360.0,514.0,2.0,840.0,449,340,383,310,421,254,480,698,60.0,10.0,0.0,20.0,28.999999999999996,39.75,49.20429351184711,27.5,257.0,258.46711589678097,0.1843941556788774,954.7565134629876,1,1
9.0,6.0,00:30:00.440,45011.0,B,,挑球,,,B1,360.0,514.0,2.0,,,3,5,,A4,333.0,34.0,1.0,1280.0,421,254,480,698,429,-50,488,-172,10.0,40.0,60.0,40.0,9.75,31.0,32.49711525658854,1.5,316.0,316.0035601065279,0.45863633746037014,145.0,1,4
9.0,7.0,00:30:01.720,45043.0,A,,長球,1.0,,A4,333.0,34.0,1.0,,,3,5,,B4,363.0,911.0,1.0,,429,-50,488,-172,,,,,80.0,60.0,60.0,30.0,44.5,31.0,54.23329235810785,11.5,321.75,321.9554511108641,,1002.3063403969866,4,
9.0,8.0,00:30:03.480,45087.0,B,,長球,,,B4,363.0,911.0,1.0,,,3,5,,A4,366.0,29.0,1.0,,,,,,487,-88,540,-164,90.0,0.0,90.0,90.0,59.75,35.0,69.24638979759162,44.75,232.75,237.01292158867625,,21.0,,4
9.0,9.0,00:30:04.720,45118.0,A,,殺球,1.0,,A4,366.0,29.0,1.0,,,3,5,,D3,409.0,776.0,2.0,600.0,487,-88,540,-164,496,-7,291,996,10.0,40.0,70.0,60.0,34.75,41.5,54.12774242474924,21.75,216.5,217.5897803206759,1.0533283887014744,999.0245242235047,4,1
9.0,10.0,00:30:05.320,45133.0,B,,未擊球,,,D3,409.0,776.0,2.0,出界,對方失誤,3,6,B,,,,,,496,-7,291,996,,,,,40.0,80.0,60.0,70.0,44.0,24.5,50.36119537898202,56.00000000000001,213.24999999999997,220.48029957345395,,124.14507642270796,1,
